name,ALIGN,EYE,HAIR,SEX,GSM,APPEARANCES,YEAR
Njara Kattuah (New Earth),Bad Characters,Brown Eyes,Black Hair,Male Characters,,4,1994
Radiant (New Earth),Good Characters,,,Genderless Characters,,4,1994
Raymond Kessler (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,,4,1994
Redzone (New Earth),Bad Characters,,,Male Characters,,4,1994
Rockface (New Earth),Bad Characters,White Eyes,,Male Characters,,4,1994
Scylla (New Earth),Good Characters,Blue Eyes,,Female Characters,,4,1994
Sidearm (New Earth),Bad Characters,Blue Eyes,Red Hair,Male Characters,,4,1994
Terrence Pritchard (New Earth),Bad Characters,,,Male Characters,,4,1994
Troll (New Earth),Bad Characters,Green Eyes,Black Hair,Male Characters,,4,1994
Avery Twombey (New Earth),Bad Characters,,,Male Characters,,4,1993
Cassidy (New Earth),Bad Characters,,,Male Characters,,4,1993
Cross Williams (New Earth),Bad Characters,,,Male Characters,,4,1993
Face (New Earth),Bad Characters,Black Eyes,,Male Characters,,4,1993
Jillian Conway (New Earth),Bad Characters,,Blond Hair,Female Characters,,4,1993
John Oakes (New Earth),Good Characters,Blue Eyes,Black Hair,Male Characters,,4,1993
Moe and Joe Dubelz (New Earth),Bad Characters,,,Male Characters,,4,1993
Pax (New Earth),Good Characters,,Black Hair,Male Characters,,4,1993
Peter Cranick (New Earth),Good Characters,,,Male Characters,,4,1993
Razer (New Earth),Bad Characters,Brown Eyes,Black Hair,Male Characters,,4,1993
Roger Goldman (New Earth),Bad Characters,Brown Eyes,Brown Hair,Male Characters,,4,1993
Sanjeet Bhatia (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,,4,1993
Taker (New Earth),Bad Characters,,,,,4,1993
Tiffany Evans (Dakotaverse),Good Characters,Brown Eyes,Brown Hair,Female Characters,,4,1993
Abraxis (New Earth),Bad Characters,Purple Eyes,,Male Characters,,4,1992
Calamari (New Earth),Bad Characters,,,Male Characters,,4,1992
Edwardo Guzman (New Earth),Bad Characters,,Black Hair,Male Characters,,4,1992
Fel Andar (New Earth),Bad Characters,Blue Eyes,Black Hair,Male Characters,,4,1992
Jocasta (New Earth),Bad Characters,Red Eyes,Red Hair,Female Characters,,4,1992
Keerg (New Earth),Neutral Characters,,,Male Characters,,4,1992
Knockwurst (New Earth),Bad Characters,,,Male Characters,,4,1992
Knowbuddy (New Earth),Good Characters,,,Male Characters,,4,1992
Kondor (New Earth),Bad Characters,,,Male Characters,,4,1992
Kworri (New Earth),Good Characters,,,Male Characters,,4,1992
Master Blaster (New Earth),Good Characters,,Black Hair,Male Characters,,4,1992
Percival (New Earth),Good Characters,,White Hair,Male Characters,,4,1992
Piston (New Earth),Bad Characters,,,Male Characters,,4,1992
Ronzin Daark (New Earth),Bad Characters,,,Male Characters,,4,1992
Sidewinder (New Earth),Bad Characters,,Green Hair,Female Characters,,4,1992
Wreeth (New Earth),Bad Characters,,,Male Characters,,4,1992
Yatini (New Earth),Bad Characters,,,Female Characters,,4,1992
Zyn (New Earth),Bad Characters,,,Male Characters,,4,1992
Agent ! (New Earth),Bad Characters,,Black Hair,Male Characters,,4,1991
Alias the Blur (New Earth),Bad Characters,,,Female Characters,,4,1991
Anatoli Kalunnin (New Earth),Bad Characters,,,Male Characters,,4,1991
Minkis (New Earth),,,Red Hair,Female Characters,,4,1991
Mrs. Gradenko (New Earth),Bad Characters,Blue Eyes,Grey Hair,Female Characters,,4,1991
Number None (New Earth),Bad Characters,,,,,4,1991
Piscator (New Earth),Bad Characters,,,Male Characters,,4,1991
Robert Carmichael (New Earth),Bad Characters,,Blond Hair,Male Characters,,4,1991
Alan Hallman (New Earth),Bad Characters,,,Male Characters,,4,1990
Andromeda Strange (New Earth),Bad Characters,,Brown Hair,Female Characters,,4,1990
Antonia (New Earth),,,,Female Characters,,4,1990
Bug-Eyed Bandit II (New Earth),Bad Characters,,,Male Characters,,4,1990
Carrie Donahue (New Earth),Good Characters,Hazel Eyes,Brown Hair,Female Characters,,4,1990
Catherine Klass (New Earth),Good Characters,,,Female Characters,,4,1990
Grant Morrison (New Earth),Neutral Characters,,Black Hair,Male Characters,,4,1990
Gregor Dosynski (New Earth),Bad Characters,,,Male Characters,,4,1990
Johanna Constantine (New Earth),Good Characters,Blue Eyes,Blond Hair,Female Characters,,4,1990
Mark Nagoya (New Earth),Good Characters,,Black Hair,Male Characters,,4,1990
Morax (New Earth),Bad Characters,Black Eyes,Brown Hair,Male Characters,,4,1990
Necromina (New Earth),Bad Characters,,,Female Characters,,4,1990
Regin (New Earth),Good Characters,Blue Eyes,,Male Characters,,4,1990
Robert Gadling (New Earth),,Brown Eyes,Brown Hair,Male Characters,,4,1990
Shalako (New Earth),Bad Characters,Green Eyes,Blond Hair,Male Characters,,4,1990
Tsunami II (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,4,1990
Alexander Burgess (New Earth),Bad Characters,Brown Eyes,Red Hair,Male Characters,Homosexual Characters,4,1989
Eleanor Poole (New Earth),Good Characters,,Brown Hair,Female Characters,,4,1989
Forager II (New Earth),,Red Eyes,Green Hair,Female Characters,,4,1989
Jacob Finlay (New Earth),Good Characters,,,Male Characters,,4,1989
Joseph Potato (New Earth),Good Characters,Blue Eyes,White Hair,Male Characters,,4,1989
La Bruja (New Earth),Good Characters,,Grey Hair,Female Characters,,4,1989
Mark Felps (New Earth),Good Characters,,Blond Hair,Male Characters,,4,1989
Maya (New Earth),Good Characters,,Blond Hair,Female Characters,,4,1989
Mrs. Levy (New Earth),Good Characters,,Black Hair,Female Characters,,4,1989
Ouranos (New Earth),Bad Characters,,White Hair,Male Characters,,4,1989
Richard Redditch (New Earth),Bad Characters,,Red Hair,Male Characters,,4,1989
Ronnie Sarasky (New Earth),Good Characters,,Red Hair,Female Characters,,4,1989
Sarah Moss (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,,4,1989
Tracker (New Earth),Bad Characters,Black Eyes,Brown Hair,Male Characters,,4,1989
Urzkartaga (New Earth),Neutral Characters,,,,,4,1989
Victor Gover (New Earth),,Brown Eyes,Black Hair,Male Characters,,4,1989
Zeep (New Earth),Good Characters,,,Male Characters,,4,1989
Ada LaBostrie (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,,4,1988
Arthur Gordon Pym (New Earth),Neutral Characters,,Blond Hair,Male Characters,,4,1988
Carrie Phillips (New Earth),Neutral Characters,Brown Eyes,Black Hair,Female Characters,,4,1988
David Kapatelis (New Earth),Good Characters,,Brown Hair,Male Characters,,4,1988
Death Mayhew (New Earth),Bad Characters,Brown Eyes,Brown Hair,Male Characters,,4,1988
Derek Mitchell (New Earth),Bad Characters,Green Eyes,,Male Characters,,4,1988
Derek Trevor (New Earth),Good Characters,,Brown Hair,Male Characters,,4,1988
Fidel Castro (New Earth),,,,Male Characters,,4,1988
Frank Keller (New Earth),Good Characters,,Blond Hair,Male Characters,,4,1988
Garth McGarth (New Earth),Good Characters,,Brown Hair,Male Characters,,4,1988
Incinderella (New Earth),Bad Characters,Brown Eyes,Brown Hair,Female Characters,,4,1988
Ixion (New Earth),Bad Characters,Red Eyes,Green Hair,Male Characters,,4,1988
James Buchanan Sawyer (New Earth),Good Characters,,Brown Hair,Male Characters,,4,1988
Joachim Hesse (New Earth),Bad Characters,,Brown Hair,Male Characters,,4,1988
Keng Quan Chee (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,,4,1988
Lord Malvolio (New Earth),Bad Characters,,Grey Hair,Male Characters,,4,1988
Mind Games (New Earth),Bad Characters,Blue Eyes,Blond Hair,Male Characters,,4,1988
Nabih Salari (New Earth),Bad Characters,,Black Hair,Male Characters,,4,1988
Ritter Hendricksen (New Earth),Good Characters,,White Hair,Male Characters,,4,1988
Shadrack Hightower (New Earth),Bad Characters,Blue Eyes,White Hair,Male Characters,,4,1988
Stanislaus Drozdowski (New Earth),Good Characters,Blue Eyes,Blond Hair,Male Characters,,4,1988
Stasis (New Earth),Bad Characters,,Brown Hair,Male Characters,,4,1988
Strobe (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,,4,1988
Trudy Powell (New Earth),Bad Characters,,Blond Hair,Female Characters,,4,1988
Vincent Meekins (New Earth),Good Characters,,Blond Hair,Male Characters,,4,1988
Wellman LeGros (New Earth),Bad Characters,,Brown Hair,Male Characters,,4,1988
Wolfgang Schmidt (New Earth),Bad Characters,,,Male Characters,,4,1988
Angela Adam (New Earth),Good Characters,,Blond Hair,Female Characters,,4,1987
Arnold Flass (New Earth),Bad Characters,Blue Eyes,Blond Hair,Male Characters,,4,1987
Ashok Desai (New Earth),Bad Characters,Black Eyes,Black Hair,Male Characters,,4,1987
Godiva II (New Earth),Bad Characters,Red Eyes,Black Hair,Female Characters,,4,1987
Jaculi I (New Earth),Bad Characters,,Black Hair,Male Characters,,4,1987
Jefferson Skeevers (New Earth),Bad Characters,Brown Eyes,Black Hair,Male Characters,,4,1987
Josef Denisovich (New Earth),Bad Characters,,Blond Hair,Male Characters,,4,1987
Mackenzie Garrison (New Earth),,,Brown Hair,Female Characters,,4,1987
Pytor Orloff (New Earth),Neutral Characters,,,Male Characters,,4,1987
"Richard Flag, Sr. (New Earth)",Good Characters,Brown Eyes,Brown Hair,Male Characters,,4,1987
Roger Gordon (New Earth),Neutral Characters,,Brown Hair,Male Characters,,4,1987
Ronal (New Earth),Bad Characters,,Blond Hair,Male Characters,,4,1987
Van-L (New Earth),Good Characters,Brown Eyes,Brown Hair,Male Characters,,4,1987
Vladimir Mikoyan (New Earth),Bad Characters,,,Male Characters,,4,1987
Wrynn (New Earth),Bad Characters,Blue Eyes,Black Hair,Male Characters,,4,1987
Albert Hollerer (New Earth),Good Characters,,,Male Characters,,4,1986
Anne Pasquale (New Earth),Good Characters,Blue Eyes,Black Hair,Female Characters,,4,1986
Bors (New Earth),Good Characters,,,Male Characters,,4,1986
Edward Slick (New Earth),Bad Characters,,Black Hair,Male Characters,,4,1986
Ghrelk (New Earth),Good Characters,Blue Eyes,,Male Characters,,4,1986
Great Darkness (New Earth),Bad Characters,,,,,4,1986
Gwyneth Tate (New Earth),Neutral Characters,,Red Hair,Female Characters,,4,1986
Lisa Sutton (New Earth),Good Characters,Blue Eyes,,Female Characters,,4,1986
Marlene Simmonds (New Earth),Bad Characters,Blue Eyes,Green Hair,Female Characters,,4,1986
Richard Perignon (New Earth),Bad Characters,Brown Eyes,Brown Hair,Male Characters,,4,1986
Amber II (New Earth),Good Characters,Brown Eyes,Black Hair,Female Characters,,4,1985
Cherniss (New Earth),Good Characters,,,Male Characters,,4,1985
Michael Sanchez (New Earth),,,Black Hair,Male Characters,,4,1985
Nebel (New Earth),Bad Characters,,Grey Hair,Male Characters,,4,1985
Sunshine (New Earth),,,,Male Characters,,4,1985
Talmadge (New Earth),Good Characters,,Green Hair,Male Characters,,4,1985
Antaeus (New Earth),Bad Characters,,,Male Characters,,4,1984
Argus (New Olympians) (New Earth),Bad Characters,,,Male Characters,,4,1984
Breathtaker I (New Earth),Bad Characters,,,Male Characters,,4,1984
Chanka Silver Deer (New Earth),Bad Characters,,Black Hair,Female Characters,,4,1984
Delingis Jarouq (New Earth),Good Characters,,Black Hair,Male Characters,,4,1984
Diana (New Earth),Bad Characters,,Brown Hair,Female Characters,,4,1984
Exterminator Robots,Bad Characters,,,Male Characters,,4,1984
Jose Ramirez (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,4,1984
Osoro (New Earth),,,,Female Characters,,4,1984
Richard Nixon (New Earth),Good Characters,,Black Hair,Male Characters,,4,1984
Vulcanus (New Earth),Bad Characters,,,Male Characters,,4,1984
Brains II (New Earth),Bad Characters,,Blond Hair,Female Characters,,4,1983
Bulldozer (New Earth),Bad Characters,,,Male Characters,,4,1983
Coopersmith (New Earth),Bad Characters,,Brown Hair,Male Characters,,4,1983
Kong II (New Earth),Bad Characters,,,Male Characters,,4,1983
Lawrence Loman (New Earth),Bad Characters,Black Eyes,Black Hair,Male Characters,,4,1983
Lord Topaz (New Earth),Good Characters,Yellow Eyes,White Hair,Male Characters,,4,1983
Lysandra (New Earth),Good Characters,Orange Eyes,Red Hair,Female Characters,,4,1983
Marcia Long (New Earth),Good Characters,Brown Eyes,Brown Hair,Female Characters,,4,1983
Trident III (New Earth),Bad Characters,,Black Hair,Male Characters,,4,1983
Diana Lyon (New Earth),Bad Characters,,Strawberry Blond Hair,Female Characters,,4,1982
Helen Alexandros (New Earth),Bad Characters,,Blond Hair,Female Characters,,4,1982
Jeryll (New Earth),Good Characters,Purple Eyes,White Hair,Female Characters,,4,1982
Lady Viper (Earth-One),Bad Characters,Red Eyes,Blond Hair,Female Characters,,4,1982
Luna Nurblin (New Earth),Bad Characters,,Blond Hair,Female Characters,,4,1982
Merlin the Leopard (New Earth),Good Characters,Black Eyes,,Male Characters,,4,1982
Michael Beldon (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,,4,1982
Wu Cheng (New Earth),Good Characters,,Black Hair,Male Characters,,4,1982
Xylpth (New Earth),Good Characters,Blue Eyes,,Male Characters,,4,1982
Fentara Rrab (New Earth),Good Characters,,White Hair,Male Characters,,4,1981
Ishtar (New Earth),,Brown Eyes,Brown Hair,,,4,1981
Jason Hex (New Earth),Good Characters,,,Male Characters,,4,1981
Kana (Earth-One),Neutral Characters,Brown Eyes,Black Hair,Male Characters,,4,1981
Marcy Reynolds (New Earth),,Brown Eyes,Black Hair,Female Characters,,4,1981
Alvin Desmond (New Earth),Bad Characters,Green Eyes,Red Hair,Male Characters,,4,1980
Chakal (New Earth),Bad Characters,,Black Hair,Male Characters,,4,1979
Michael Bailey (Earth-One),Bad Characters,,Black Hair,Male Characters,,4,1979
Robert Lee (New Earth),,,White Hair,Male Characters,,4,1979
Alexi Kronsky (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,4,1978
Edward Earhart (New Earth),Bad Characters,Brown Eyes,Brown Hair,Male Characters,,4,1978
Janice Jordan (New Earth),Good Characters,,Black Hair,Female Characters,,4,1978
Wayne Clifford (New Earth),,Blue Eyes,Blond Hair,Male Characters,,4,1978
Professor Ojo (New Earth),Bad Characters,,,Male Characters,,4,1977
Radion (New Earth),Bad Characters,,,Male Characters,,4,1977
White Fawn (New Earth),,,,Female Characters,,4,1977
Blish Rrab (New Earth),Good Characters,,,Male Characters,,4,1976
Jerzy Reganiewicz (New Earth),Good Characters,,Red Hair,Male Characters,,4,1976
Servitor (New Earth),Bad Characters,,,Male Characters,,4,1976
Zanadu (Earth-Two),Bad Characters,,,Male Characters,,4,1976
Barney Ling (New Earth),Good Characters,Brown Eyes,,Male Characters,,4,1975
Commodore Murphy (New Earth),Good Characters,,Brown Hair,Male Characters,,4,1975
J.P. Houston (New Earth),Good Characters,,Red Hair,Male Characters,,4,1975
Quetzalcoatl (New Earth),Neutral Characters,Green Eyes,,Male Characters,,4,1975
Anthony Lupus (New Earth),Bad Characters,,,Male Characters,,4,1974
Solomon Driver (New Earth),Good Characters,,Brown Hair,Male Characters,,4,1973
Aurakles (New Earth),,Green Eyes,Red Hair,Male Characters,,4,1972
Galactic Golem (New Earth),Bad Characters,Yellow Eyes,,,,4,1972
Heggra (New Earth),Bad Characters,Black Eyes,Red Hair,Female Characters,,4,1972
Iron Jaws (New Earth),Good Characters,,,Male Characters,,4,1972
Prime One (New Earth),Good Characters,,,Male Characters,,4,1972
Harold Christos (New Earth),Good Characters,,Brown Hair,,,4,1971
Thaddeus Brown (New Earth),Good Characters,,,Male Characters,,4,1971
Thunderer the Horse (New Earth),,,White Hair,Male Characters,,4,1971
"Jason Grant, Jr. (New Earth)",Good Characters,,Blond Hair,Male Characters,,4,1970
Samuel Wilson (New Earth),Good Characters,,Grey Hair,Male Characters,,4,1970
Heller (New Earth),Good Characters,Blue Eyes,Red Hair,Female Characters,,4,1969
Jarvis Kord (New Earth),Bad Characters,,White Hair,Male Characters,,4,1967
Thunderer (New Earth),Bad Characters,,,Male Characters,,4,1967
Delbert Billings (New Earth),Bad Characters,Blue Eyes,Brown Hair,Male Characters,,4,1966
Eric Bolton (Earth-One),Bad Characters,,,Male Characters,,4,1966
Leonard Fiasco (New Earth),Bad Characters,,,Male Characters,,4,1966
Nicholas Hunter (New Earth),Good Characters,Blue Eyes,Red Hair,Male Characters,,4,1966
Silken Spider (New Earth),Bad Characters,Brown Eyes,Black Hair,Female Characters,,4,1966
Christine Ferris (New Earth),Good Characters,,Brown Hair,Female Characters,,4,1963
Leron (New Earth),Bad Characters,,,Male Characters,,4,1963
Mophir (New Earth),Bad Characters,,,Male Characters,,4,1963
Xebel (New Earth),Neutral Characters,,Grey Hair,Male Characters,,4,1963
Z-1 (New Earth),Bad Characters,Yellow Eyes,,Male Characters,,4,1963
Mister Poseidon (New Earth),Bad Characters,,,Male Characters,,4,1961
Samuel Gordon (New Earth),Good Characters,Blue Eyes,Brown Hair,Male Characters,,4,1961
Victor Bragg (New Earth),Bad Characters,,,Male Characters,,4,1960
"Fred Farrell, Jr. (New Earth)",Good Characters,Black Eyes,,Male Characters,,4,1956
Brane Taylor (New Earth),Good Characters,,Blond Hair,Male Characters,,4,1951
Black Lightning the Horse (New Earth),,,White Hair,Male Characters,,4,1948
William Tane (New Earth),Good Characters,,,Male Characters,,4,1948
Joseph Coyne (New Earth),Bad Characters,,,Male Characters,,4,1947
James Slade (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,4,1941
Negal (New Earth),Bad Characters,,,Male Characters,,4,1941
Fernando Suarez (New Earth),Good Characters,Brown Eyes,Black Hair,Male Characters,,4,1940
Solomon (New Earth),Good Characters,,,Male Characters,,4,1940
Virgil Adams (New Earth),Bad Characters,,Black Hair,Male Characters,,4,
Rema (New Earth),,,Black Hair,Female Characters,,4,
Mora (New Earth),,,Blond Hair,Female Characters,,4,
Venus (New Earth),Good Characters,,,Female Characters,,4,
Ragnar (Green Lantern Animated Series),Bad Characters,,,Male Characters,,3,2012
